product_id,product_name,category,subcategory,cost_price
345,Mini Decor Superb,Home,Decor,912.24
346,Ultra Fiction Pro,Books,Fiction,217.4
347,Basic Audio Classic,Electronics,Audio,1913.64
348,Prime Lighting Superb,Home,Lighting,490.33
349,Comfort Lighting Eco,Home,Lighting,1724.74
350,Ultra Fiction Classic,Books,Fiction,1578.37
351,Royal Women Basic,Clothing,Women,709.43
352,Mini Audio Ultra,Electronics,Audio,1498.83
353,Deluxe Furniture Cozy,Home,Furniture,631.18
354,Pro Kids Trendy,Clothing,Kids,1820.31
355,Mini Non-Fiction Trendy,Books,Non-Fiction,534.48
356,Urban Women Mini,Clothing,Women,715.27
357,Cozy Mobiles Classic,Electronics,Mobiles,1328.53
358,Urban Mobiles Eco,Electronics,Mobiles,634.26
359,Pro Lighting Royal,Home,Lighting,564.13
360,Smart Women Deluxe,Clothing,Women,959.25
361,Prime Audio Urban,Electronics,Audio,353.73
362,Basic Cameras Trendy,Electronics,Cameras,425.45
363,Basic Audio Superb,Electronics,Audio,378.37
364,Ultra Kitchen Eco,Home,Kitchen,689.48
365,Prime Footwear Mini,Clothing,Footwear,1505.63
366,Ultra Lighting Eco,Home,Lighting,266.62
367,Trendy Men Ultra,Clothing,Men,1112.9
368,Pro Non-Fiction Royal,Books,Non-Fiction,303.35
369,Prime Laptops Eco,Electronics,Laptops,1036.43
370,Ultra Lighting Ultra,Home,Lighting,1137.83
371,Trendy Fiction Pro,Books,Fiction,955.7
372,Trendy Cameras Basic,Electronics,Cameras,723.81
373,Smart Decor Prime,Home,Decor,1926.42
374,Royal Women Ultra,Clothing,Women,1348.02
375,Cozy Comics Classic,Books,Comics,576.61
376,Comfort Women Royal,Clothing,Women,846.52
377,Classic Fiction Pro,Books,Fiction,630.4
378,Superb Decor Comfort,Home,Decor,1775.95
379,Prime Lighting Pro,Home,Lighting,51.09
380,Trendy Kids Trendy,Clothing,Kids,425.09
381,Classic Fiction Classic,Books,Fiction,949.01
382,Royal Mobiles Prime,Electronics,Mobiles,1992.05
383,Superb Audio Pro,Electronics,Audio,622.19
384,Eco Kids Comfort,Clothing,Kids,1677.84
385,Comfort Mobiles Basic,Electronics,Mobiles,653.78
386,Urban Comics Deluxe,Books,Comics,1099.35
387,Superb Women Superb,Clothing,Women,1499.08
388,Cozy Academic Basic,Books,Academic,458.12
389,Ultra Cameras Basic,Electronics,Cameras,315.66
390,Deluxe Mobiles Urban,Electronics,Mobiles,276.92
391,Deluxe Lighting Smart,Home,Lighting,986.4
392,Smart Academic Royal,Books,Academic,589.38
393,Deluxe Men Basic,Clothing,Men,1764.91
394,Mini Comics Pro,Books,Comics,1293.75
395,Ultra Non-Fiction Classic,Books,Non-Fiction,482.93
396,Comfort Decor Trendy,Home,Decor,541.3
397,Pro Men Pro,Clothing,Men,1275.6
398,Trendy Academic Superb,Books,Academic,644.68
399,Deluxe Men Smart,Clothing,Men,209.04
400,Trendy Kitchen Eco,Home,Kitchen,469.46
401,Eco Men Mini,Clothing,Men,626.6
402,Eco Academic Trendy,Books,Academic,663.85
403,Ultra Men Royal,Clothing,Men,1088.67
404,Cozy Women Urban,Clothing,Women,766.25
405,Royal Mobiles Trendy,Electronics,Mobiles,1543.59
406,Trendy Non-Fiction Smart,Books,Non-Fiction,1471.97
407,Eco Laptops Prime,Electronics,Laptops,627.66
408,Comfort Kitchen Trendy,Home,Kitchen,1044.25
409,Comfort Lighting Ultra,Home,Lighting,1775.6
410,Mini Men Comfort,Clothing,Men,35.06
411,Prime Furniture Royal,Home,Furniture,1937.83
412,Basic Non-Fiction Royal,Books,Non-Fiction,1002.34
413,Smart Furniture Basic,Home,Furniture,1404.15
414,Eco Laptops Mini,Electronics,Laptops,1118.91
415,Trendy Lighting Mini,Home,Lighting,719.54
416,Cozy Kids Smart,Clothing,Kids,877.81
417,Mini Lighting Superb,Home,Lighting,698.59
418,Urban Academic Urban,Books,Academic,1721.82
419,Deluxe Men Pro,Clothing,Men,1639.74
420,Smart Lighting Royal,Home,Lighting,761.19
421,Superb Men Urban,Clothing,Men,1242.29
422,Comfort Furniture Deluxe,Home,Furniture,383.79
423,Superb Non-Fiction Ultra,Books,Non-Fiction,1283.6
424,Deluxe Mobiles Comfort,Electronics,Mobiles,361.38
425,Classic Laptops Eco,Electronics,Laptops,68.48
426,Deluxe Comics Superb,Books,Comics,515.6
427,Superb Kitchen Trendy,Home,Kitchen,1313.22
428,Royal Cameras Comfort,Electronics,Cameras,1488.24
429,Royal Academic Trendy,Books,Academic,535.3
430,Urban Mobiles Ultra,Electronics,Mobiles,1921.37
431,Trendy Mobiles Mini,Electronics,Mobiles,382.97
432,Deluxe Women Trendy,Clothing,Women,1493.49
433,Trendy Lighting Comfort,Home,Lighting,212.68
434,Deluxe Footwear Basic,Clothing,Footwear,1070.13
435,Cozy Academic Basic,Books,Academic,1993.72
436,Royal Lighting Comfort,Home,Lighting,1453.11
437,Prime Women Royal,Clothing,Women,1490.43
438,Eco Lighting Prime,Home,Lighting,1966.0
439,Cozy Laptops Ultra,Electronics,Laptops,433.57
440,Royal Furniture Urban,Home,Furniture,1645.56
441,Smart Men Eco,Clothing,Men,281.12
442,Mini Kitchen Ultra,Home,Kitchen,188.35
443,Trendy Non-Fiction Classic,Books,Non-Fiction,1586.84
444,Urban Footwear Cozy,Clothing,Footwear,1154.58
445,Smart Audio Trendy,Electronics,Audio,766.18
446,Basic Audio Cozy,Electronics,Audio,835.96
447,Trendy Laptops Comfort,Electronics,Laptops,1857.66
448,Ultra Fiction Deluxe,Books,Fiction,1132.0
449,Pro Kitchen Smart,Home,Kitchen,1994.75
450,Mini Fiction Prime,Books,Fiction,791.67
451,Classic Kids Eco,Clothing,Kids,103.38
452,Classic Academic Prime,Books,Academic,1548.78
453,Eco Women Deluxe,Clothing,Women,793.66
454,Mini Women Classic,Clothing,Women,862.98
455,Comfort Mobiles Prime,Electronics,Mobiles,699.87
456,Superb Decor Comfort,Home,Decor,342.66
457,Superb Lighting Pro,Home,Lighting,1848.81
458,Comfort Women Basic,Clothing,Women,1458.33
459,Trendy Mobiles Smart,Electronics,Mobiles,1243.9
460,Smart Kids Basic,Clothing,Kids,227.0
461,Smart Comics Basic,Books,Comics,1078.32
462,Deluxe Kids Eco,Clothing,Kids,1984.64
463,Superb Cameras Cozy,Electronics,Cameras,91.75
464,Ultra Men Mini,Clothing,Men,1237.84
465,Comfort Cameras Smart,Electronics,Cameras,546.26
466,Smart Furniture Ultra,Home,Furniture,1300.58
467,Deluxe Footwear Trendy,Clothing,Footwear,971.9
468,Mini Laptops Deluxe,Electronics,Laptops,1123.57
469,Mini Mobiles Cozy,Electronics,Mobiles,670.47
470,Smart Non-Fiction Basic,Books,Non-Fiction,713.98
471,Deluxe Kitchen Ultra,Home,Kitchen,1253.46
472,Deluxe Fiction Ultra,Books,Fiction,686.86
473,Classic Non-Fiction Trendy,Books,Non-Fiction,1921.41
474,Mini Footwear Superb,Clothing,Footwear,1941.22
475,Deluxe Lighting Pro,Home,Lighting,281.46
476,Ultra Women Trendy,Clothing,Women,1049.99
477,Cozy Footwear Royal,Clothing,Footwear,1834.64
478,Deluxe Furniture Deluxe,Home,Furniture,241.18
479,Trendy Kitchen Smart,Home,Kitchen,1760.86
480,Ultra Comics Eco,Books,Comics,1644.29
481,Royal Kitchen Mini,Home,Kitchen,57.27
482,Superb Kitchen Mini,Home,Kitchen,57.04
483,Pro Cameras Deluxe,Electronics,Cameras,940.18
484,Urban Kitchen Prime,Home,Kitchen,279.34
485,Smart Women Prime,Clothing,Women,34.95
486,Mini Lighting Trendy,Home,Lighting,409.65
487,Pro Men Cozy,Clothing,Men,881.37
488,Urban Academic Eco,Books,Academic,857.97
489,Trendy Cameras Basic,Electronics,Cameras,1878.58
490,Eco Mobiles Eco,Electronics,Mobiles,89.62
491,Trendy Footwear Smart,Clothing,Footwear,1034.67
492,Ultra Laptops Eco,Electronics,Laptops,612.59
493,Pro Lighting Prime,Home,Lighting,1838.47
494,Urban Footwear Comfort,Clothing,Footwear,1446.68
495,Royal Laptops Superb,Electronics,Laptops,1393.75
496,Prime Footwear Basic,Clothing,Footwear,361.86
497,Classic Footwear Ultra,Clothing,Footwear,1298.91
498,Classic Men Classic,Clothing,Men,1269.97
499,Trendy Cameras Royal,Electronics,Cameras,1226.08
500,Deluxe Footwear Prime,Clothing,Footwear,1824.94
501,Urban Women Pro,Clothing,Women,1425.53
502,Ultra Academic Trendy,Books,Academic,895.29
503,Cozy Men Pro,Clothing,Men,12.05
504,Eco Furniture Eco,Home,Furniture,1089.28
505,Mini Cameras Mini,Electronics,Cameras,954.05
506,Classic Comics Superb,Books,Comics,493.2
507,Smart Kitchen Pro,Home,Kitchen,701.29
508,Comfort Men Superb,Clothing,Men,600.39
509,Classic Mobiles Prime,Electronics,Mobiles,326.86
510,Eco Kitchen Trendy,Home,Kitchen,1863.3
511,Basic Audio Basic,Electronics,Audio,1641.43
512,Ultra Fiction Eco,Books,Fiction,1719.52
513,Deluxe Lighting Mini,Home,Lighting,1226.05
514,Eco Mobiles Trendy,Electronics,Mobiles,1868.11
515,Superb Lighting Urban,Home,Lighting,1053.16
516,Superb Kitchen Superb,Home,Kitchen,1459.72
517,Royal Comics Pro,Books,Comics,469.28
