item_id,order_id,product_id,quantity,unit_price,discount_percent
529,402,345,3,895.42,45.5
530,1091,17,2,1725.87,6.2
531,281,423,1,1339.78,44.3
532,211,139,5,555.73,12.9
533,760,419,-3,305.09,16.8
534,922,243,1,1531.38,5.6
535,513,247,5,115.21,41.3
536,1109,502,6,2043.58,13.0
537,844,235,1,2312.4,16.7
538,875,169,3,72.11,5.9
539,1171,161,3,589.38,2.7
540,368,303,2,1154.83,39.7
541,463,210,1,919.77,45.4
542,614,65,4,2084.88,9.5
544,434,235,4,1750.72,10.0
545,1066,338,6,2216.54,9.4
546,1092,436,2,434.48,50.2
547,912,21,3,494.69,17.7
548,1097,119,1,1992.52,7.6
549,111,116,6,1402.36,23.7
550,1190,185,2,1349.87,13.9
551,259,76,1,607.53,33.1
552,695,341,1,1374.52,49.7
553,91,226,2,1748.44,5.4
554,303,83,1,1845.66,19.3
555,338,28,-1,1939.38,41.5
556,63,84,2,211.17,11.4
557,202,59,5,1969.73,44.9
558,53,118,3,1987.75,30.2
559,594,152,3,1502.87,34.6
560,977,79,5,380.69,49.5
561,592,481,1,105.76,26.1
562,54,252,-2,947.85,38.2
563,182,154,5,1015.93,33.8
564,483,330,3,927.07,2.9
565,636,43,5,1383.6,2.4
566,963,472,2,1547.14,47.2
567,35,190,6,318.79,3.6
568,97,128,4,2226.06,54.9
569,11,182,6,1370.96,28.4
570,510,193,4,1323.16,3.8
571,549,410,6,1549.59,17.7
572,350,315,6,1022.06,9.5
573,498,442,6,538.62,18.6
574,516,299,1,2363.9,37.9
575,321,44,3,470.54,47.3
576,756,197,6,2398.25,54.7
577,48,422,4,1981.27,51.8
578,1051,24,5,1931.23,43.8
579,755,183,6,2076.89,16.5
580,275,349,6,98.66,41.2
581,118,222,3,526.3,45.9
582,728,323,5,2209.28,7.3
583,455,466,1,1317.9,43.3
584,254,247,5,1485.33,37.9
585,406,331,2,2498.61,2.4
586,833,86,6,2295.74,36.7
587,1035,98,3,1156.97,30.0
588,834,9,6,31.63,11.1
589,55,343,1,1947.69,6.7
590,262,251,5,1722.55,20.0
591,1019,123,3,2401.12,54.5
592,7,377,6,1526.31,20.7
593,119,127,5,2177.75,38.4
594,1178,237,5,995.52,28.6
595,55,162,4,2354.29,36.4
596,1036,344,2,847.55,4.6
597,523,302,6,329.48,32.2
598,88,244,-2,1233.48,23.7
599,892,99,6,295.7,7.7
600,37,57,2,1303.04,12.2
601,800,28,5,968.78,41.1
602,149,180,6,1920.15,15.2
603,698,188,4,1093.42,6.5
604,994,147,5,1554.84,59.0
605,541,312,1,2241.42,0.3
606,1081,244,2,1194.83,40.0
607,1127,48,5,533.84,38.7
608,255,19,6,1516.18,2.8
609,755,297,5,717.98,10.9
610,33,170,4,1010.12,35.9
611,1174,385,6,2174.6,39.4
612,1132,468,5,228.69,31.3
613,298,255,3,371.59,33.9
614,603,200,5,2383.45,53.4
615,222,145,2,1941.79,25.8
616,1155,24,1,2475.11,28.4
617,816,32,4,1606.63,10.4
618,443,226,6,817.82,39.8
619,741,18,5,2090.75,58.9
620,7,121,4,2454.09,54.1
621,1160,416,-1,1478.33,21.5
622,301,392,3,1434.42,20.7
623,150,437,-2,250.14,49.8
624,299,345,5,2451.28,45.0
625,516,153,3,605.3,47.8
626,637,42,3,2137.32,50.0
627,337,445,-3,1502.98,54.4
628,798,397,1,1262.23,4.5
629,396,27,3,124.55,4.0
630,1081,301,6,1576.51,4.4
631,659,201,4,2180.24,57.0
632,843,226,1,1595.57,16.2
633,1015,167,5,150.16,56.6
634,287,141,4,864.65,33.3
635,189,486,4,2307.46,55.4
636,330,270,5,61.72,56.2
637,1093,465,2,584.12,56.2
638,644,411,2,276.24,32.7
639,163,169,2,1696.69,4.7
641,651,354,4,943.07,11.4
642,917,315,6,665.17,3.0
643,346,406,3,738.57,2.6
644,194,243,3,1132.09,40.9
645,209,146,5,2263.08,44.5
646,1024,77,2,39.96,9.7
647,189,187,5,260.33,11.6
648,1064,349,4,1837.7,29.5
649,897,238,4,2187.46,32.4
650,236,327,2,1024.02,20.3
651,1173,439,-3,1009.94,55.6
652,244,509,6,593.7,24.3
653,301,3,1,943.41,8.6
654,351,164,6,220.04,23.6
655,750,459,3,2342.96,41.2
656,830,179,6,186.52,34.2
657,671,41,4,1396.03,32.1
658,550,296,5,1959.46,52.1
659,325,35,1,2378.74,41.5
660,471,257,5,1270.87,17.5
661,267,68,5,1619.94,17.0
662,926,37,5,1739.72,26.5
663,732,412,2,1121.71,28.7
664,1105,463,6,690.88,46.8
665,131,507,6,1528.03,29.5
666,1110,447,5,1266.98,43.1
667,316,201,2,1237.3,45.0
668,1090,191,-3,1707.44,47.5
669,756,370,3,1890.14,23.4
670,680,128,5,423.96,54.0
671,361,275,3,631.76,56.1
672,806,362,4,2067.04,36.7
673,381,276,6,1974.89,49.8
674,456,106,2,853.76,9.9
675,164,346,3,1807.44,55.9
676,365,176,3,1012.11,35.3
677,456,379,5,260.04,51.6
678,1034,375,6,69.02,38.7
679,1063,333,4,44.0,19.2
680,999,230,3,23.97,18.4
681,246,77,5,2316.16,6.8
682,986,342,2,1457.03,16.1
683,78,315,3,225.08,17.6
684,221,222,3,1823.69,22.0
685,440,100,4,599.18,25.6
686,650,154,5,1744.33,38.6
687,224,363,1,447.43,23.0
688,1084,485,1,1405.91,36.3
689,270,133,1,591.35,30.9
690,1143,141,3,2338.26,33.4
691,877,519,3,1041.7,45.3
692,1104,142,3,1234.32,20.3
693,691,348,6,1833.56,25.3
694,745,295,3,448.55,7.7
695,244,341,6,68.36,56.0
696,13,315,1,934.4,13.8
697,476,119,2,1999.28,52.1
698,142,35,3,1306.86,38.0
699,872,291,2,761.64,51.1
700,1075,503,4,364.46,57.8
701,455,300,6,1609.65,9.0
702,14,172,5,2298.51,17.3
703,143,109,2,1843.93,11.4
704,129,8,5,1569.15,37.4
705,121,251,1,1041.34,29.4
706,418,170,4,1918.5,24.2
707,179,359,2,1202.8,19.3
708,744,389,3,391.11,34.3
709,67,465,5,959.12,39.5
710,494,187,4,1797.13,57.6
711,961,204,4,1110.03,43.0
712,445,191,6,2391.94,55.6
713,668,220,2,1853.78,52.9
714,207,78,3,1602.69,14.2
715,1128,373,2,1757.66,14.7
716,1183,316,5,670.61,7.3
717,949,403,4,728.16,56.5
718,1170,511,3,1529.98,43.5
719,370,450,5,11.71,34.3
720,902,480,1,1900.57,54.6
721,231,335,6,350.0,57.1
722,1063,101,-3,341.12,21.9
723,112,46,2,666.95,33.3
724,954,449,5,876.54,12.6
725,763,404,3,2311.13,47.9
726,83,242,3,2306.75,38.7
727,1173,472,5,170.69,50.1
728,334,96,6,61.99,9.0
729,1183,357,6,1661.7,5.5
730,408,198,6,146.44,49.4
731,11,512,4,236.86,58.0
732,298,156,6,293.32,9.4
733,943,118,6,1516.56,44.8
734,183,133,4,2283.65,2.5
735,66,449,6,2331.34,11.9
736,439,390,5,846.6,32.2
737,367,107,6,378.33,47.1
738,361,405,-3,1565.24,8.4
739,691,138,5,379.57,17.2
740,264,376,5,2486.44,21.0
741,780,2,1,2014.38,12.9
742,1166,509,2,2059.62,46.6
743,469,196,1,1062.54,21.5
744,669,134,4,533.97,1.6
745,154,56,-2,1059.04,21.7
746,332,62,5,420.05,37.2
747,908,23,1,1033.79,7.8
748,577,268,1,2382.52,9.5
749,16,34,6,628.0,7.5
750,744,463,4,924.57,53.6
751,632,357,3,933.06,25.5
752,354,109,3,346.46,48.6
753,946,61,1,1924.05,47.8
754,1054,423,-3,1386.84,6.0
755,817,434,1,1293.12,32.7
756,1059,459,6,272.97,35.6
757,222,87,6,492.74,2.5
758,928,235,1,833.69,58.1
759,590,504,5,754.09,48.1
760,359,446,-3,458.41,31.9
761,1082,440,4,1492.42,29.8
762,419,206,1,1519.37,9.4
763,901,448,4,2058.87,4.7
764,1199,487,2,52.36,3.5
765,545,339,4,1568.96,1.5
766,139,498,1,1668.01,7.5
767,517,242,6,1361.98,56.5
768,140,277,5,1437.55,18.9
769,135,514,2,99.56,35.4
770,1018,505,4,1599.01,38.9
771,407,425,4,958.64,33.4
772,600,153,4,544.63,17.2
773,101,239,5,2078.14,45.7
774,895,297,6,1459.25,54.7
775,914,271,1,417.03,25.8
776,286,472,4,2050.44,32.4
777,352,163,4,1653.59,39.6
778,532,86,5,591.85,41.1
779,1171,460,5,2252.58,53.8
780,172,516,1,1566.77,57.9
781,1041,409,1,2235.94,18.2
782,284,365,1,1307.26,44.2
783,478,383,4,1096.98,0.7
784,354,48,1,1049.88,19.2
785,192,390,2,1410.76,18.0
786,826,162,6,1279.69,30.0
787,554,517,5,380.34,43.6
788,804,489,6,1663.14,3.0
789,89,265,2,2262.28,5.3
790,1190,507,3,2249.47,38.5
791,363,230,6,836.6,22.6
792,220,408,4,458.4,38.4
793,864,386,3,962.41,14.9
794,543,320,-2,383.47,26.6
795,314,164,1,2453.16,21.3
796,498,129,4,5.86,58.1
797,455,514,4,573.74,2.5
798,893,155,3,2476.54,45.2
799,912,65,1,227.51,4.4
800,232,168,6,2496.45,52.4
801,835,418,2,2236.63,20.5
802,510,97,3,1004.52,46.8
803,45,286,3,1877.44,29.7
804,537,33,1,2183.24,41.8
805,561,65,5,1177.77,44.4
806,134,43,2,1369.03,57.4
807,6,149,4,246.76,4.8
808,555,335,1,1558.26,55.1
809,772,255,5,1748.71,34.9
810,1126,320,5,1723.28,52.0
811,671,51,3,281.06,36.8
812,370,370,6,619.76,55.7
813,92,433,1,1708.5,3.7
814,1102,213,5,1056.02,14.9
815,258,382,5,1500.74,22.7
816,16,309,5,2018.45,17.9
817,1189,386,1,2496.61,40.9
818,562,446,6,1081.19,24.6
819,670,319,3,790.3,51.9
820,1004,30,3,1430.17,47.0
821,632,519,2,2014.14,1.7
822,268,415,3,2190.33,47.0
823,378,56,3,275.45,38.0
824,711,436,-3,404.86,11.2
825,359,463,2,1073.31,52.9
826,971,69,2,978.41,6.2
827,363,516,1,2039.14,15.1
828,1059,16,-3,275.33,35.3
829,812,131,4,493.73,4.7
830,1184,14,3,2327.81,16.4
831,277,169,4,1598.29,25.5
832,302,258,2,575.87,45.6
833,981,396,4,2166.66,31.9
834,945,272,6,2370.23,10.5
835,262,239,5,1261.14,52.7
836,742,440,3,639.89,39.2
837,585,202,3,2114.55,4.6
