order_id,customer_id,order_date,status,region_code
79,395,2024-06-08 03:25:47,SHIPPED,EAST
80,,2023-01-14 04:00:51,PLACED,WEST
81,51,2024-11-23 17:55:49,DELIVERED,EAST
82,,23-05-2023 19:49:10,RETURNED,SOUTH
83,487,2023-07-09 04:39:54,PLACED,NORTH
84,439,2024-08-07 00:44:47,RETURNED,SOUTH
85,459,2023-10-14 05:49:20,CANCELLED,NORTH
86,328,2024-03-05 08:19:33,DELIVERED,EAST
87,83,2024-03-06 18:01:35,CANCELLED,WEST
88,171,2024-02-06 03:49:58,DELIVERED,SOUTH
89,226,2023-11-08 17:29:12,SHIPPED,WEST
90,56,2024-10-31 22:17:55,PLACED,WEST
91,367,24-02-2023 03:42:30,RETURNED,EAST
92,398,2025-02-12 03:39:08,PLACED,NORTH
93,341,2023-08-24 12:20:10,CANCELLED,CENTRAL
94,2,2025-02-01 05:51:21,CANCELLED,NORTH
95,277,2024-08-20 04:21:38,CANCELLED,NORTH
96,291,2024-07-11 13:26:42,DELIVERED,WEST
97,29,2023-05-21 20:18:35,DELIVERED,NORTH
98,431,2024-03-26 10:26:33,SHIPPED,CENTRAL
99,21,2023-10-24 17:06:50,CANCELLED,NORTH
100,323,25-01-2025 18:10:00,CANCELLED,SOUTH
101,,2023-02-09 09:39:39,RETURNED,SOUTH
102,251,2025-04-19 17:14:27,CANCELLED,CENTRAL
103,495,2024-11-28 23:23:21,PLACED,NORTH
104,174,2023-03-08 12:14:29,SHIPPED,CENTRAL
105,235,2025-04-13 12:27:31,RETURNED,SOUTH
106,474,2023-08-08 22:52:31,PLACED,WEST
107,465,2023-03-13 03:36:39,SHIPPED,NORTH
108,89,2024-04-22 10:21:58,PLACED,WEST
109,313,2023-04-10 08:30:45,PLACED,NORTH
110,255,09-12-2023 15:32:23,SHIPPED,WEST
111,173,2024-09-16 11:58:02,RETURNED,CENTRAL
112,71,2023-11-28 05:51:32,RETURNED,SOUTH
113,172,2024-03-01 11:29:04,CANCELLED,SOUTH
114,357,2023-09-14 07:52:27,RETURNED,NORTH
115,69,2024-08-07 07:10:55,PLACED,WEST
116,,2023-10-06 16:59:45,RETURNED,EAST
117,214,2025-01-09 11:01:52,SHIPPED,SOUTH
118,328,2024-11-30 16:50:32,SHIPPED,CENTRAL
119,,2023-10-07 14:54:13,RETURNED,NORTH
120,322,2024-04-12 21:32:28,PLACED,CENTRAL
121,121,2025-04-03 15:15:07,RETURNED,EAST
122,442,2025-04-18 10:19:31,CANCELLED,SOUTH
123,142,2023-06-25 00:58:55,CANCELLED,WEST
124,91,08-03-2023 23:27:58,DELIVERED,EAST
125,108,2024-06-03 07:24:25,CANCELLED,NORTH
126,54,2025-04-14 18:15:24,PLACED,WEST
127,264,2024-01-01 12:36:48,RETURNED,CENTRAL
128,167,2024-05-20 22:24:55,PLACED,EAST
129,117,2024-10-02 22:40:24,CANCELLED,SOUTH
130,38,22-01-2025 12:01:43,CANCELLED,SOUTH
131,111,2024-12-07 19:17:21,DELIVERED,SOUTH
132,235,2024-07-11 01:12:39,SHIPPED,EAST
133,,02-06-2025 09:23:56,SHIPPED,NORTH
134,437,2024-10-11 16:30:52,DELIVERED,SOUTH
135,454,2023-09-01 13:29:05,RETURNED,SOUTH
136,296,23-12-2023 19:55:20,RETURNED,WEST
137,442,2025-01-05 12:56:56,DELIVERED,NORTH
138,374,2024-01-19 03:56:03,CANCELLED,CENTRAL
139,114,2023-08-20 09:59:34,PLACED,WEST
140,,2025-01-01 03:12:06,RETURNED,NORTH
141,218,2025-01-14 12:27:21,PLACED,WEST
142,254,2025-05-17 13:54:11,CANCELLED,SOUTH
143,68,2024-01-07 08:53:31,PLACED,NORTH
144,246,2023-09-09 08:26:48,RETURNED,CENTRAL
145,13,2024-12-21 10:14:59,CANCELLED,SOUTH
146,405,2024-12-22 06:12:05,PLACED,NORTH
147,198,2024-06-01 03:38:25,DELIVERED,WEST
148,386,2025-04-22 15:26:47,SHIPPED,NORTH
149,318,2023-03-27 03:31:38,DELIVERED,NORTH
150,57,2024-12-23 21:36:45,DELIVERED,EAST
151,90,2023-04-15 02:09:41,SHIPPED,SOUTH
152,172,2023-06-26 09:44:13,RETURNED,SOUTH
153,386,2023-12-17 04:54:32,DELIVERED,CENTRAL
154,349,26-03-2023 14:24:57,DELIVERED,WEST
155,249,2023-07-10 14:56:21,RETURNED,CENTRAL
156,461,2024-07-25 21:28:19,PLACED,SOUTH
157,457,16-05-2023 15:06:22,SHIPPED,EAST
158,491,2023-06-19 21:25:11,PLACED,SOUTH
159,255,2023-11-14 07:13:17,PLACED,EAST
160,214,2025-04-21 02:09:29,CANCELLED,EAST
161,216,2023-02-03 08:55:05,PLACED,NORTH
162,447,2025-03-18 04:51:20,CANCELLED,CENTRAL
163,176,2024-05-21 21:35:05,RETURNED,CENTRAL
164,228,2025-05-31 04:40:29,DELIVERED,SOUTH
165,405,2025-01-22 05:53:30,DELIVERED,NORTH
166,76,2024-12-09 06:10:23,RETURNED,SOUTH
167,365,2023-10-11 03:54:35,SHIPPED,SOUTH
168,122,2024-05-06 20:40:00,CANCELLED,EAST
169,190,2025-05-23 19:02:39,DELIVERED,EAST
170,76,2025-04-18 15:41:07,RETURNED,EAST
171,63,2024-09-20 11:10:36,SHIPPED,WEST
172,476,2023-01-07 16:06:11,RETURNED,CENTRAL
173,170,2024-04-04 03:09:31,DELIVERED,CENTRAL
174,342,2025-05-28 01:21:29,CANCELLED,EAST
175,353,2025-01-14 01:42:52,SHIPPED,CENTRAL
176,60,2024-09-15 21:50:55,SHIPPED,WEST
177,183,2023-03-27 11:48:09,SHIPPED,CENTRAL
178,270,2024-03-07 17:52:33,PLACED,CENTRAL
179,435,2023-05-16 17:38:53,CANCELLED,SOUTH
180,252,2025-03-05 16:11:02,DELIVERED,WEST
181,76,2024-10-26 07:35:33,DELIVERED,NORTH
182,146,2024-04-23 14:15:14,RETURNED,NORTH
183,111,2024-11-21 01:44:07,CANCELLED,WEST
184,148,2024-10-20 09:36:34,CANCELLED,SOUTH
185,428,2023-05-14 17:13:10,DELIVERED,WEST
186,445,05-06-2024 01:14:33,RETURNED,WEST
187,,2024-02-29 14:26:18,RETURNED,WEST
188,364,2023-08-01 17:00:36,CANCELLED,EAST
189,284,2024-04-14 03:06:40,DELIVERED,WEST
190,287,15-12-2023 18:43:14,PLACED,SOUTH
191,135,2025-01-04 01:36:42,DELIVERED,WEST
192,92,16-01-2024 04:57:04,DELIVERED,WEST
193,497,2024-07-15 23:22:19,RETURNED,WEST
194,445,2025-01-09 12:05:02,PLACED,EAST
195,263,2023-01-28 06:07:40,SHIPPED,CENTRAL
196,30,2024-12-17 04:57:53,SHIPPED,EAST
197,84,2024-07-15 01:08:57,DELIVERED,NORTH
198,149,2023-04-30 08:18:22,SHIPPED,NORTH
199,307,2025-04-24 15:03:54,DELIVERED,EAST
200,139,17-07-2024 03:49:30,RETURNED,EAST
201,422,2023-08-01 17:50:43,DELIVERED,WEST
202,211,2023-09-11 06:10:01,SHIPPED,CENTRAL
203,114,2025-05-17 20:10:33,RETURNED,CENTRAL
204,365,2023-06-27 00:59:16,PLACED,NORTH
205,420,2023-01-27 23:57:03,DELIVERED,EAST
206,72,2025-03-23 15:22:06,DELIVERED,SOUTH
207,364,2023-07-04 05:36:45,SHIPPED,SOUTH
208,158,2023-07-22 06:53:17,CANCELLED,NORTH
209,,2025-01-22 06:19:51,PLACED,SOUTH
210,,2025-03-08 15:53:30,CANCELLED,NORTH
211,466,2023-04-13 21:52:50,PLACED,NORTH
212,401,2023-11-16 01:54:40,SHIPPED,SOUTH
213,344,2023-05-22 00:29:53,DELIVERED,CENTRAL
214,179,2025-02-16 17:00:13,RETURNED,SOUTH
215,259,2023-06-03 22:55:39,PLACED,CENTRAL
216,112,2024-03-13 20:22:58,RETURNED,NORTH
217,499,2023-11-29 11:04:18,CANCELLED,EAST
218,358,2024-11-13 23:55:48,PLACED,SOUTH
219,428,2024-08-12 17:04:30,RETURNED,SOUTH
220,209,2024-05-03 05:13:04,PLACED,CENTRAL
221,70,2024-07-15 04:23:35,RETURNED,NORTH
222,43,2023-06-29 18:27:05,CANCELLED,CENTRAL
223,377,2024-11-20 15:52:28,CANCELLED,EAST
224,438,2023-04-19 03:13:02,CANCELLED,EAST
225,,2025-02-02 17:58:47,CANCELLED,WEST
226,268,2023-05-13 01:15:00,CANCELLED,WEST
227,356,2023-06-08 00:28:36,SHIPPED,NORTH
228,187,2024-06-10 01:06:10,CANCELLED,NORTH
229,120,2025-02-14 08:10:25,RETURNED,CENTRAL
230,140,2024-09-13 17:51:43,RETURNED,WEST
231,249,2023-08-17 22:30:16,PLACED,NORTH
232,129,2023-12-25 13:39:36,SHIPPED,NORTH
233,51,2023-04-16 23:44:57,PLACED,SOUTH
234,196,2024-05-22 21:47:56,RETURNED,CENTRAL
235,50,2025-03-18 17:06:01,CANCELLED,SOUTH
236,151,2025-01-31 13:51:29,RETURNED,EAST
237,415,29-04-2025 03:28:19,PLACED,WEST
238,451,2024-08-18 22:45:30,CANCELLED,WEST
239,,2023-10-02 18:09:38,DELIVERED,SOUTH
240,252,2024-04-30 09:20:27,CANCELLED,NORTH
241,292,2025-05-10 06:33:36,RETURNED,WEST
242,244,2023-08-31 19:41:41,CANCELLED,EAST
243,254,2024-08-09 21:19:09,DELIVERED,EAST
244,165,2023-03-12 02:08:16,DELIVERED,EAST
245,415,2023-02-11 18:53:55,DELIVERED,WEST
246,50,2024-07-09 03:34:23,PLACED,SOUTH
247,127,2024-04-29 19:54:49,PLACED,EAST
248,59,2023-01-31 14:54:58,PLACED,WEST
249,337,2025-06-01 10:25:00,CANCELLED,EAST
250,11,2023-02-04 13:02:05,CANCELLED,CENTRAL
251,200,2023-06-01 19:28:37,PLACED,SOUTH
252,173,2024-06-11 10:56:50,DELIVERED,EAST
253,497,2025-02-10 23:42:09,PLACED,CENTRAL
254,110,2023-03-15 20:05:51,RETURNED,WEST
255,412,2023-05-23 20:26:11,RETURNED,NORTH
256,304,2023-04-15 11:59:56,RETURNED,WEST
257,219,2023-04-30 02:09:04,DELIVERED,CENTRAL
258,412,2025-04-18 18:42:17,CANCELLED,WEST
259,129,2024-12-05 01:35:13,RETURNED,SOUTH
260,,2025-03-12 22:13:47,RETURNED,WEST
261,110,2024-12-26 22:01:55,RETURNED,CENTRAL
262,437,2024-11-04 18:25:14,PLACED,CENTRAL
263,103,2023-08-18 12:17:02,DELIVERED,WEST
264,211,2023-04-11 02:01:56,CANCELLED,EAST
265,422,2023-09-07 11:01:01,RETURNED,SOUTH
266,208,2023-08-21 22:59:52,SHIPPED,EAST
267,238,2024-11-08 12:12:48,PLACED,SOUTH
268,82,2023-02-15 06:29:15,DELIVERED,CENTRAL
269,91,2023-03-07 14:32:12,CANCELLED,NORTH
270,29,2023-05-11 09:07:12,DELIVERED,NORTH
271,462,2024-07-18 13:48:38,PLACED,WEST
272,483,2023-08-07 08:27:44,RETURNED,CENTRAL
273,478,2025-06-20 15:36:58,RETURNED,EAST
274,255,2024-01-05 20:08:54,DELIVERED,EAST
275,427,2024-08-28 18:24:52,SHIPPED,WEST
276,112,2023-09-30 02:13:26,DELIVERED,WEST
277,210,2023-03-28 21:03:00,DELIVERED,NORTH
278,163,2025-01-07 15:50:41,DELIVERED,SOUTH
279,186,2024-07-25 06:18:51,PLACED,CENTRAL
280,18,2023-03-26 22:19:57,SHIPPED,EAST
281,283,2024-07-17 16:13:06,PLACED,CENTRAL
282,444,2024-11-18 05:58:18,CANCELLED,EAST
283,155,2024-01-01 18:36:07,SHIPPED,WEST
284,324,2024-09-23 03:32:41,DELIVERED,NORTH
285,422,2025-02-02 19:36:04,CANCELLED,EAST
286,368,2023-06-05 23:01:04,DELIVERED,CENTRAL
287,34,2025-04-30 20:46:11,CANCELLED,NORTH
288,391,2023-10-13 10:18:34,SHIPPED,NORTH
289,206,2024-04-19 15:38:16,PLACED,NORTH
290,81,2023-07-22 02:13:00,CANCELLED,EAST
291,232,2023-07-27 09:36:22,RETURNED,EAST
292,410,2023-05-12 02:37:15,SHIPPED,WEST
293,449,2025-06-05 01:42:05,PLACED,CENTRAL
294,332,2023-12-22 06:49:26,CANCELLED,SOUTH
295,135,20-09-2023 03:40:41,RETURNED,WEST
296,308,2023-05-19 08:26:40,SHIPPED,CENTRAL
297,,2025-03-27 20:39:01,CANCELLED,WEST
298,61,2023-11-12 13:48:29,DELIVERED,EAST
299,383,2023-07-22 06:10:58,SHIPPED,CENTRAL
300,111,2024-03-15 13:47:00,SHIPPED,WEST
301,93,15-08-2023 17:08:38,DELIVERED,SOUTH
302,317,2024-01-21 17:57:52,CANCELLED,NORTH
303,6,2024-05-17 03:29:00,CANCELLED,SOUTH
304,366,2024-10-19 13:25:49,DELIVERED,NORTH
305,49,2023-03-22 22:53:56,SHIPPED,WEST
306,466,12-03-2023 16:48:20,RETURNED,CENTRAL
307,196,2024-09-05 03:21:49,SHIPPED,CENTRAL
308,22,2024-02-09 08:22:34,CANCELLED,EAST
309,450,2023-05-20 06:19:08,RETURNED,WEST
310,73,01-05-2024 15:32:15,SHIPPED,WEST
311,447,2024-03-12 12:27:48,CANCELLED,EAST
312,463,2024-02-14 17:36:31,CANCELLED,SOUTH
313,162,2025-02-02 04:03:04,SHIPPED,CENTRAL
314,437,14-11-2024 12:00:04,SHIPPED,NORTH
315,118,2024-12-31 12:05:55,CANCELLED,WEST
316,60,07-02-2025 19:36:40,DELIVERED,CENTRAL
317,249,2023-06-24 17:57:50,SHIPPED,NORTH
318,179,2024-03-17 08:37:44,SHIPPED,CENTRAL
319,422,2025-06-28 19:38:10,PLACED,CENTRAL
320,393,2024-10-08 21:13:30,SHIPPED,WEST
321,347,25-05-2024 13:15:00,PLACED,WEST
322,192,2023-06-14 18:34:23,SHIPPED,NORTH
323,42,2025-01-15 10:17:40,DELIVERED,CENTRAL
324,,2023-03-10 02:44:04,CANCELLED,EAST
325,486,2025-06-03 03:45:52,PLACED,EAST
326,166,2023-04-20 20:47:06,RETURNED,WEST
327,48,2023-10-04 12:43:25,CANCELLED,NORTH
328,11,2023-09-11 02:52:08,CANCELLED,EAST
329,332,2023-08-28 10:33:24,CANCELLED,WEST
330,377,2024-04-26 17:24:52,RETURNED,SOUTH
331,184,2024-07-24 19:47:00,CANCELLED,WEST
332,454,2024-02-22 01:38:15,CANCELLED,NORTH
333,388,2024-07-26 00:50:03,CANCELLED,WEST
334,,2024-06-14 21:10:16,SHIPPED,SOUTH
335,477,26-03-2025 01:24:20,CANCELLED,WEST
336,41,2025-01-11 22:38:32,SHIPPED,EAST
337,431,2024-10-26 10:59:51,PLACED,CENTRAL
338,40,2025-03-08 13:28:50,CANCELLED,WEST
339,49,2025-06-02 02:24:13,DELIVERED,EAST
340,300,21-02-2025 01:46:26,CANCELLED,SOUTH
341,403,02-09-2024 10:30:41,CANCELLED,EAST
342,161,2024-12-07 19:33:37,CANCELLED,CENTRAL
343,414,2023-10-18 19:00:49,PLACED,CENTRAL
344,133,2023-06-15 04:17:39,PLACED,NORTH
345,203,2023-09-24 18:45:28,CANCELLED,WEST
346,445,2025-01-26 02:19:47,RETURNED,EAST
347,354,2024-09-05 14:33:51,PLACED,SOUTH
348,,2023-06-23 20:24:01,SHIPPED,NORTH
349,108,2023-08-14 11:44:25,CANCELLED,CENTRAL
350,98,2024-12-20 21:45:25,CANCELLED,NORTH
351,60,2023-08-25 18:42:46,CANCELLED,WEST
352,,2024-11-29 07:10:53,SHIPPED,EAST
353,292,31-08-2024 12:52:46,PLACED,NORTH
354,323,2024-11-01 18:13:17,CANCELLED,CENTRAL
355,306,27-03-2024 16:51:37,CANCELLED,WEST
356,263,2025-01-27 22:17:10,PLACED,CENTRAL
357,10,2024-05-05 15:44:49,DELIVERED,WEST
358,456,2025-02-07 15:03:48,DELIVERED,WEST
359,358,2023-09-08 14:56:47,SHIPPED,WEST
360,177,2025-02-27 14:02:23,DELIVERED,CENTRAL
361,437,2024-12-28 17:43:34,DELIVERED,WEST
362,492,2024-07-13 15:18:03,SHIPPED,CENTRAL
363,107,2023-05-14 21:28:00,SHIPPED,SOUTH
364,103,2025-02-03 14:00:51,CANCELLED,WEST
365,156,15-05-2025 00:08:46,PLACED,EAST
366,452,2023-09-04 09:14:25,RETURNED,NORTH
367,414,2024-10-30 22:41:40,SHIPPED,NORTH
368,288,2024-02-05 12:18:21,DELIVERED,NORTH
369,395,2024-02-20 12:47:45,RETURNED,CENTRAL
370,343,2023-03-20 07:52:11,CANCELLED,WEST
371,493,2023-06-22 07:48:05,RETURNED,CENTRAL
372,401,2023-06-08 05:54:56,PLACED,CENTRAL
373,54,2023-07-03 09:34:17,DELIVERED,SOUTH
374,373,2024-11-16 20:58:50,CANCELLED,NORTH
375,79,2024-06-03 19:04:21,PLACED,SOUTH
376,225,2023-01-11 05:36:09,CANCELLED,EAST
377,147,2023-05-13 09:44:55,CANCELLED,EAST
378,323,2023-08-24 12:28:32,RETURNED,WEST
379,404,2024-10-28 03:40:28,CANCELLED,WEST
380,488,2024-07-15 23:55:33,CANCELLED,SOUTH
381,,2025-03-14 16:09:26,PLACED,EAST
382,162,2023-09-13 06:28:05,CANCELLED,NORTH
383,339,2023-08-23 11:54:07,PLACED,CENTRAL
384,499,2024-09-16 11:45:04,RETURNED,EAST
385,370,18-06-2024 15:06:59,DELIVERED,CENTRAL
386,313,2024-09-19 11:54:10,SHIPPED,CENTRAL
387,320,2024-11-17 20:18:58,CANCELLED,SOUTH
388,452,2023-02-27 10:20:52,CANCELLED,SOUTH
389,267,2024-03-17 01:35:52,RETURNED,CENTRAL
390,160,06-09-2023 14:15:06,RETURNED,CENTRAL
391,133,2024-04-17 03:46:56,RETURNED,NORTH
392,375,2024-08-02 09:39:36,RETURNED,EAST
393,,2023-07-13 19:00:35,RETURNED,NORTH
394,233,2024-01-02 18:20:46,RETURNED,CENTRAL
395,366,2025-04-08 10:26:31,SHIPPED,EAST
396,154,2025-06-08 18:15:15,CANCELLED,CENTRAL
397,378,2024-05-24 07:01:14,SHIPPED,EAST
398,233,2024-10-23 06:57:10,PLACED,NORTH
399,32,2023-07-22 01:06:43,CANCELLED,NORTH
400,190,2024-09-17 15:44:47,RETURNED,WEST
401,447,2025-02-13 21:37:47,CANCELLED,WEST
402,375,2023-09-10 23:13:07,SHIPPED,WEST
403,365,2025-03-08 04:56:29,PLACED,SOUTH
404,234,2023-09-01 15:24:27,DELIVERED,NORTH
405,309,2023-06-21 09:37:49,RETURNED,EAST
406,21,2023-07-02 21:44:52,DELIVERED,EAST
407,151,2023-08-10 22:33:25,RETURNED,WEST
408,25,2024-04-19 01:20:13,SHIPPED,SOUTH
409,420,2023-01-04 05:45:45,DELIVERED,NORTH
410,,2025-01-17 11:33:27,RETURNED,WEST
411,461,2024-08-09 02:58:24,RETURNED,SOUTH
412,391,2024-12-17 00:56:44,CANCELLED,SOUTH
413,444,2023-05-19 17:54:13,RETURNED,WEST
414,199,2024-09-06 05:28:24,PLACED,WEST
415,377,2023-05-18 12:38:00,PLACED,CENTRAL
416,323,2024-04-24 18:41:27,PLACED,CENTRAL
417,44,2025-04-21 17:02:52,PLACED,CENTRAL
418,268,2025-01-09 04:26:25,PLACED,NORTH
419,338,2023-10-07 05:19:10,DELIVERED,SOUTH
420,126,2025-06-19 07:17:33,RETURNED,CENTRAL
421,165,2023-03-11 21:06:42,PLACED,EAST
422,224,2023-02-07 08:54:27,DELIVERED,WEST
423,132,2023-06-04 07:25:34,DELIVERED,SOUTH
424,94,2023-05-20 05:35:42,CANCELLED,SOUTH
425,31,2024-05-20 07:42:58,PLACED,EAST
426,200,2023-08-10 07:18:51,DELIVERED,EAST
427,193,07-07-2023 21:56:57,SHIPPED,CENTRAL
428,301,2025-03-01 02:46:31,CANCELLED,NORTH
429,138,2024-12-23 01:52:38,PLACED,WEST
430,15,2023-12-30 02:28:32,PLACED,EAST
431,284,2023-06-07 16:32:43,RETURNED,SOUTH
432,156,23-11-2024 19:25:25,RETURNED,SOUTH
433,401,2024-08-02 21:49:38,SHIPPED,SOUTH
434,276,2025-05-12 09:34:33,PLACED,WEST
435,493,2024-03-25 08:00:04,SHIPPED,NORTH
436,31,2025-01-19 01:12:24,DELIVERED,WEST
437,180,2023-11-27 12:02:56,RETURNED,EAST
438,24,2025-04-09 16:17:30,DELIVERED,NORTH
439,203,2023-08-05 22:32:21,DELIVERED,WEST
440,108,2024-05-09 11:13:51,DELIVERED,EAST
441,386,2024-02-29 02:40:03,DELIVERED,EAST
442,108,25-05-2024 05:46:25,SHIPPED,NORTH
443,312,2023-01-15 21:06:59,CANCELLED,CENTRAL
444,459,2025-01-29 14:22:23,RETURNED,NORTH
445,404,2023-05-01 10:16:16,CANCELLED,NORTH
446,181,2024-08-07 16:19:51,DELIVERED,WEST
447,91,2023-01-14 02:20:40,DELIVERED,SOUTH
448,,2023-01-31 17:30:50,DELIVERED,SOUTH
449,47,2024-04-15 23:18:53,SHIPPED,SOUTH
450,253,2023-02-27 03:51:21,RETURNED,SOUTH
451,4,2024-09-07 07:09:47,DELIVERED,CENTRAL
452,257,2025-05-07 04:02:34,RETURNED,CENTRAL
453,290,2023-07-19 05:22:19,SHIPPED,EAST
454,478,2023-12-21 03:09:27,DELIVERED,SOUTH
455,435,2025-04-07 21:29:59,RETURNED,WEST
456,2,2023-03-22 13:35:06,DELIVERED,WEST
457,433,2024-03-01 16:47:15,RETURNED,WEST
458,254,2023-03-09 12:28:49,SHIPPED,NORTH
459,143,2025-04-07 01:41:38,PLACED,WEST
460,100,2025-06-07 06:58:49,SHIPPED,WEST
461,491,2024-01-24 08:05:06,DELIVERED,EAST
462,33,31-05-2023 06:12:37,CANCELLED,NORTH
463,304,2024-06-03 07:42:06,SHIPPED,NORTH
464,243,2024-06-13 10:01:05,DELIVERED,CENTRAL
465,407,2023-04-24 06:18:46,RETURNED,WEST
466,392,2024-11-24 13:05:35,PLACED,NORTH
467,,2024-05-01 15:54:13,PLACED,SOUTH
468,32,17-11-2024 11:54:44,RETURNED,WEST
469,34,2023-03-28 16:00:01,DELIVERED,WEST
470,206,2024-09-30 15:13:02,RETURNED,CENTRAL
471,6,2024-12-22 02:58:09,RETURNED,CENTRAL
472,52,2023-02-10 08:18:33,DELIVERED,CENTRAL
473,99,2023-01-20 02:09:05,PLACED,CENTRAL
474,405,2025-06-09 10:53:50,RETURNED,EAST
475,182,2024-11-21 16:47:45,SHIPPED,NORTH
476,31,2025-06-27 00:34:14,DELIVERED,EAST
477,299,2023-08-15 05:16:54,DELIVERED,CENTRAL
478,176,2023-01-13 13:18:46,SHIPPED,NORTH
479,122,2025-05-19 01:48:16,CANCELLED,EAST
480,101,2023-11-09 15:33:45,DELIVERED,SOUTH
481,342,2024-12-27 02:01:26,DELIVERED,CENTRAL
482,290,2024-04-10 11:04:31,SHIPPED,NORTH
483,233,2023-03-07 13:02:14,PLACED,SOUTH
484,355,2023-11-28 02:22:46,DELIVERED,WEST
485,106,2023-01-11 10:44:26,PLACED,EAST
486,16,2023-08-10 05:07:49,SHIPPED,CENTRAL
487,468,2023-03-10 04:53:25,SHIPPED,SOUTH
488,146,2024-02-12 00:01:30,DELIVERED,CENTRAL
